Claim,Updated,org,location,service,gogetta_link (service),gogetta_link,website,category,Age min,Age max (inclusive),All ages,Population served,phones,address,city,zipcode,visible_on_gogetta,Notes,extracted service id,From DB: Age min,From DB: Age max,From DB: Population served
,,Coalition for Immigrant Freedom (FKA Northern Manhattan Coalition for Immigrant Rights),,Immigrants,https://www.gogetta.nyc/team/location/4fef2f98-0bdb-4269-8761-36d0071fb5cd/services/c07de48a-a15a-4585-9d1c-2facd2b0928a,https://www.gogetta.nyc/find/location/4fef2f98-0bdb-4269-8761-36d0071fb5cd,coalitionfreedom.org,Other service,,,,,212.781.0355,"5030 Broadway, Suite 639",New York,10034,,,c07de48a-a15a-4585-9d1c-2facd2b0928a,,,
doobneek,TRUE,Coalition for the Homeless,Main Office,Advocacy for Houseless and Tenants,https://www.gogetta.nyc/team/location/0a660b8a-ecdb-44e3-8556-00b32ab76915/services/28f6e8d4-1bff-4aa7-ae43-89a9ad5078ed,https://www.gogetta.nyc/find/location/0a660b8a-ecdb-44e3-8556-00b32ab76915,coalitionforthehomeless.org,Shelter,18,,,,212.776.2000,129 Fulton St,New York,10038,V,,28f6e8d4-1bff-4aa7-ae43-89a9ad5078ed,,,
doobneek,TRUE,Coalition for the Homeless,Main Office,Eviction Prevention Emergency Fund,https://www.gogetta.nyc/team/location/0a660b8a-ecdb-44e3-8556-00b32ab76915/services/31772fe3-8eb7-4629-afbb-18be0c7bb1dc,https://www.gogetta.nyc/find/location/0a660b8a-ecdb-44e3-8556-00b32ab76915,coalitionforthehomeless.org,Other service,18,,,,212.776.2000,129 Fulton St,New York,10038,V,,31772fe3-8eb7-4629-afbb-18be0c7bb1dc,,,
doobneek,TRUE,Coalition for the Homeless,Main Office,Camp Homeward Bound (CHB),https://www.gogetta.nyc/team/location/0a660b8a-ecdb-44e3-8556-00b32ab76915/services/5016cb0a-c6fc-4199-868c-e38ca4b4bdec,https://www.gogetta.nyc/find/location/0a660b8a-ecdb-44e3-8556-00b32ab76915,coalitionforthehomeless.org,Other service,18,,,,212.776.2000,129 Fulton St,New York,10038,V,,5016cb0a-c6fc-4199-868c-e38ca4b4bdec,,,
doobneek,TRUE,Coalition for the Homeless,Main Office,Emergency Mail Program,https://www.gogetta.nyc/team/location/0a660b8a-ecdb-44e3-8556-00b32ab76915/services/74a3dff8-99aa-4c4c-8af0-b6265d1b1996,https://www.gogetta.nyc/find/location/0a660b8a-ecdb-44e3-8556-00b32ab76915,coalitionforthehomeless.org,Other service,18,,,,212.776.2000,129 Fulton St,New York,10038,V,,74a3dff8-99aa-4c4c-8af0-b6265d1b1996,,,
doobneek,TRUE,Coalition for the Homeless,Main Office,First Step Job Training Program,https://www.gogetta.nyc/team/location/0a660b8a-ecdb-44e3-8556-00b32ab76915/services/9152d9ac-4e34-4c53-82e8-aa80c30f0e5b,https://www.gogetta.nyc/find/location/0a660b8a-ecdb-44e3-8556-00b32ab76915,coalitionforthehomeless.org,Other service,18,,,,212.776.2000,129 Fulton St,New York,10038,V,,9152d9ac-4e34-4c53-82e8-aa80c30f0e5b,,,
doobneek,TRUE,Coalition for the Homeless,Main Office,Toiletries,https://www.gogetta.nyc/team/location/0a660b8a-ecdb-44e3-8556-00b32ab76915/services/d23e21e3-18dc-408b-87df-b9b91212115f,https://www.gogetta.nyc/find/location/0a660b8a-ecdb-44e3-8556-00b32ab76915,coalitionforthehomeless.org,Toiletries,18,,,,212.776.2000,129 Fulton St,New York,10038,V,,d23e21e3-18dc-408b-87df-b9b91212115f,,,
doobneek,TRUE,Coalition for the Homeless,Main Office,Shirts,https://www.gogetta.nyc/team/location/0a660b8a-ecdb-44e3-8556-00b32ab76915/services/d93de1a9-5d05-47f2-a740-94876ac35419,https://www.gogetta.nyc/find/location/0a660b8a-ecdb-44e3-8556-00b32ab76915,coalitionforthehomeless.org,Clothing,18,,,,212.776.2000,129 Fulton St,New York,10038,V,,d93de1a9-5d05-47f2-a740-94876ac35419,,,
,FALSE,College and Community Fellowship (CCF),,Education and Job-Readiness Services,https://www.gogetta.nyc/team/location/0a307d85-38d6-408d-84ea-1b02a91d2d7f/services/fe4fbf51-477a-4ef8-9c16-6f0d897a1dc4,https://www.gogetta.nyc/find/location/0a307d85-38d6-408d-84ea-1b02a91d2d7f,collegeandcommunity.org,Education,,,,,646.380.7777,"475 Riverside Drive, Suite 1626",New York,10115,V,,fe4fbf51-477a-4ef8-9c16-6f0d897a1dc4,,,
,,Colony-South Brooklyn Houses,,Food Pantry,https://www.gogetta.nyc/team/location/7a132c5a-38f7-4454-a5f5-24c98a325820/services/c41eea18-4288-4aff-ba93-4dd3cdebe8e3,https://www.gogetta.nyc/find/location/7a132c5a-38f7-4454-a5f5-24c98a325820,www.colonysouth.org/,Food Pantry,,,,,(718) 625-3810,297 Dean Street,Brooklyn,11217,,,c41eea18-4288-4aff-ba93-4dd3cdebe8e3,,,
,FALSE,Columbia Harlem Homeless Medical Partnership (CHHMP),Audubon Clinic,Free Health Clinic,https://www.gogetta.nyc/team/location/d929306a-8d2d-4ecb-8ee5-1a06854bd07f/services/03c26bcf-9c8e-44e7-858c-a1ae94d843f9,https://www.gogetta.nyc/find/location/d929306a-8d2d-4ecb-8ee5-1a06854bd07f,vagelos.columbia.edu/education/student-resources/office-student-affairs/vp-s-club/clubs-and-organizations/student-run-clinics/columbia-harlem-homeless-medical-partnership-chhmp,Health,,,,,710.772.6766,1132 St Nicholas Ave,New York,10032,V,,03c26bcf-9c8e-44e7-858c-a1ae94d843f9,,,
,FALSE,Columbia University,Ford Hall,Adult Education,https://www.gogetta.nyc/team/location/58c44e54-3a78-4f10-8c13-9771a313b21a/services/1b91e2a5-9e76-424f-8483-44b1532872b5,https://www.gogetta.nyc/find/location/58c44e54-3a78-4f10-8c13-9771a313b21a,communityimpact.columbia.edu,Other service,,,,,(212) 316-7085,616 West 114th Street,NEW YORK,10025,V,,1b91e2a5-9e76-424f-8483-44b1532872b5,,,
,FALSE,Columbia University,Ford Hall,Clothing pantry,https://www.gogetta.nyc/team/location/58c44e54-3a78-4f10-8c13-9771a313b21a/services/39dfe4fb-eac7-4354-b8df-87901c7c1444,https://www.gogetta.nyc/find/location/58c44e54-3a78-4f10-8c13-9771a313b21a,communityimpact.columbia.edu,Clothing Pantry,,,,,(212) 316-7085,616 West 114th Street,NEW YORK,10025,V,,39dfe4fb-eac7-4354-b8df-87901c7c1444,,,
,FALSE,Columbia University,Ford Hall,Food Pantry,https://www.gogetta.nyc/team/location/58c44e54-3a78-4f10-8c13-9771a313b21a/services/48345213-fbc5-4ce1-996e-4e78bfa7290e,https://www.gogetta.nyc/find/location/58c44e54-3a78-4f10-8c13-9771a313b21a,communityimpact.columbia.edu,Food Pantry,,,,,(212) 316-7085,616 West 114th Street,NEW YORK,10025,V,,48345213-fbc5-4ce1-996e-4e78bfa7290e,,,
,FALSE,Columbia University,Substance Treatment and Research Service (STARS),Free Substance Use Clinic,https://www.gogetta.nyc/team/location/f7790b46-9f3e-41f3-ba78-dce936ce154f/services/d7eeaaff-3700-4c98-bc92-4ae87fb10b74,https://www.gogetta.nyc/find/location/f7790b46-9f3e-41f3-ba78-dce936ce154f,freetreatmentnyc.com/contact-us,Health,,,,,212.923.3031,3 Columbus Cir,New York,10019,V,,d7eeaaff-3700-4c98-bc92-4ae87fb10b74,,,
,,"Come World Ministries, Inc",,Food Pantry,https://www.gogetta.nyc/team/location/bc7fbe2a-aa07-4c3f-b6cf-a6adf312211b/services/4319fc8b-cec9-4d6f-8d09-c54db2a1e460,https://www.gogetta.nyc/find/location/bc7fbe2a-aa07-4c3f-b6cf-a6adf312211b,,Food Pantry,,,,,(646) 377-0132,1034 Prospect Avenue,BRONX,10459,,,4319fc8b-cec9-4d6f-8d09-c54db2a1e460,,,
,,"Come World Ministries, Inc",,Soup kitchen,https://www.gogetta.nyc/team/location/bc7fbe2a-aa07-4c3f-b6cf-a6adf312211b/services/8269d428-f3e6-45e7-a75e-d6b4a91beb04,https://www.gogetta.nyc/find/location/bc7fbe2a-aa07-4c3f-b6cf-a6adf312211b,,Soup Kitchen,,,,,(646) 377-0132,1034 Prospect Avenue,BRONX,10459,,,8269d428-f3e6-45e7-a75e-d6b4a91beb04,,,
,,Commonpoint Queens Central Queens Food Pantry,,Food Pantry,https://www.gogetta.nyc/team/location/39dcc0d8-a3af-4f61-b213-07daa95c7406/services/cc8759f3-3f79-49c2-a4bc-b99fd79ca81c,https://www.gogetta.nyc/find/location/39dcc0d8-a3af-4f61-b213-07daa95c7406,https://www.commonpointqueens.org,Food Pantry,,,,,(718) 268-5011,67-09 108 St,Forest Hills,11375,,,cc8759f3-3f79-49c2-a4bc-b99fd79ca81c,,,
,FALSE,"Community Access, Inc.",Howie The Harp Advocacy Center,"Mental Health Training, Internship, and Job Placement",https://www.gogetta.nyc/team/location/9ec991fa-be0b-4719-b3f2-402ee1e66ee1/services/efbaabfd-11b0-43b8-b501-96c7d6a61a8b,https://www.gogetta.nyc/find/location/9ec991fa-be0b-4719-b3f2-402ee1e66ee1,communityaccess.org/index.php?option=com_content&view=article&id=489&Itemid=106,Health,,,,,212.865.0775,"2090 Adam Clayton Powell Jr. Blvd., 12th Floor",New York,10027,V,,efbaabfd-11b0-43b8-b501-96c7d6a61a8b,,,
,,Community Alliance Initiative,,Food Pantry,https://www.gogetta.nyc/team/location/6048c106-2ce1-4029-b105-b654d6188744/services/8ebdf562-efaa-4b9c-9ee2-c3f637acd41a,https://www.gogetta.nyc/find/location/6048c106-2ce1-4029-b105-b654d6188744,https://access.nyc.gov/location/community-alliance-initiative/,Food Pantry,,,,,"(212) 786-2343, (718) 305-4888",60-85 Myrtle Avenue,RIDGEWOOD,11385,,,8ebdf562-efaa-4b9c-9ee2-c3f637acd41a,,,
,FALSE,Community Association of Progressive Dominicans (ACDP),Choices and Community Beacon Community Center at X568/MS117 - Young Women's Leadership School of the Bronx,Afterschool and Adult Programs,https://www.gogetta.nyc/team/location/efa2c81d-11d2-42a5-82fb-1b176bd80e41/services/30734b59-ab5a-4db2-bbaf-878e75c6e0a2,https://www.gogetta.nyc/find/location/efa2c81d-11d2-42a5-82fb-1b176bd80e41,acdp.org,Other service,,,,,718.466.1806,1865 Morris Ave,Bronx,10460,V,,30734b59-ab5a-4db2-bbaf-878e75c6e0a2,,,
,FALSE,Community Association of Progressive Dominicans (ACDP),The Malcolm X & Dr. Betty Shabazz Memorial and Educational Center,Mental Health Clinic,https://www.gogetta.nyc/team/location/44ac9f14-45d7-4795-8c09-52b0bb7c8ef0/services/2d645c7f-875c-43fd-8fa2-d9ae6775dbb6,https://www.gogetta.nyc/find/location/44ac9f14-45d7-4795-8c09-52b0bb7c8ef0,acdp.org,Health,,,,,212.781.5500,3940 Broadway,New York,10032,V,,2d645c7f-875c-43fd-8fa2-d9ae6775dbb6,,,
,FALSE,Community Association of Progressive Dominicans (ACDP),Choices and Community Beacon at MS328,Afterschool and Adult Programs,https://www.gogetta.nyc/team/location/a541dfb2-bfb7-4b32-aa7b-5ef4f5ab6a51/services/c0a70473-9073-44ce-9969-bf614f14f17d,https://www.gogetta.nyc/find/location/a541dfb2-bfb7-4b32-aa7b-5ef4f5ab6a51,acdp.org/ms328.html,Other service,,,,,212.795.9511,401 W 164th St,New York,10032,V,,c0a70473-9073-44ce-9969-bf614f14f17d,,,
,FALSE,Community Connection Family Enrichment Center (FEC),by Little Flower Children and Family Services of New York and Forestdale,Education,https://www.gogetta.nyc/team/location/7958712a-13cf-4881-a21e-7a0edb58eda1/services/5526c629-7a41-467a-af64-49bb8134d4bd,https://www.gogetta.nyc/find/location/7958712a-13cf-4881-a21e-7a0edb58eda1,communityconnectionfec.org,Other service,,,x,,347.308.7762,203- 12 Linden Blvd,Queens,11412,V,,5526c629-7a41-467a-af64-49bb8134d4bd,,,
,FALSE,Community Counseling and Mediation (CCM),Crown Heights,Mental Health,https://www.gogetta.nyc/team/location/b63a9239-12e8-4cb7-b58c-f3a1cd56ce3f/services/3ea29fd5-eb47-4845-98e3-8521bf1800b1,https://www.gogetta.nyc/find/location/b63a9239-12e8-4cb7-b58c-f3a1cd56ce3f,ccmnyc.org,Health,,,,,718.230.5100,810 Classon Ave,Brooklyn,11238,V,,3ea29fd5-eb47-4845-98e3-8521bf1800b1,,,
,FALSE,Community Counseling and Mediation (CCM),Crown Heights,Alcohol and Substance Abuse Program (ASAP),https://www.gogetta.nyc/team/location/b63a9239-12e8-4cb7-b58c-f3a1cd56ce3f/services/833cbfb5-79f9-4e7c-b3c7-2c68720cdd76,https://www.gogetta.nyc/find/location/b63a9239-12e8-4cb7-b58c-f3a1cd56ce3f,ccmnyc.org,Health,,,,,718.230.5100,810 Classon Ave,Brooklyn,11238,V,,833cbfb5-79f9-4e7c-b3c7-2c68720cdd76,,,
,FALSE,Community Counseling and Mediation (CCM),Clinton Hill,Mental Health Clinic,https://www.gogetta.nyc/team/location/53518396-af2a-49d3-b1ad-26619fe592a5/services/1328435e-0150-45e3-8796-2b03325109bc,https://www.gogetta.nyc/find/location/53518396-af2a-49d3-b1ad-26619fe592a5,ccmnyc.org/contact-us,Health,,,,,718.704.1986,535 Clinton Ave,Brooklyn,11238,V,,1328435e-0150-45e3-8796-2b03325109bc,,,
,FALSE,Community Counseling and Mediation (CCM),Clinton Hill,Family and Adolescent's Treatment Effects (FATE),https://www.gogetta.nyc/team/location/53518396-af2a-49d3-b1ad-26619fe592a5/services/776d5114-bfa1-431a-b22e-6ade83047d7f,https://www.gogetta.nyc/find/location/53518396-af2a-49d3-b1ad-26619fe592a5,ccmnyc.org/contact-us,Health,,,,,718.704.1986,535 Clinton Ave,Brooklyn,11238,V,,776d5114-bfa1-431a-b22e-6ade83047d7f,,,
,FALSE,Community Counseling and Mediation (CCM),Clinton Hill,Treatment Access and Prevention Services (TAPS),https://www.gogetta.nyc/team/location/53518396-af2a-49d3-b1ad-26619fe592a5/services/fc7c1fa8-507b-4a4c-97af-90d6ef6ce384,https://www.gogetta.nyc/find/location/53518396-af2a-49d3-b1ad-26619fe592a5,ccmnyc.org/contact-us,Health,,,,,718.704.1986,535 Clinton Ave,Brooklyn,11238,V,,fc7c1fa8-507b-4a4c-97af-90d6ef6ce384,,,
,,Community Health Action of Staten Island,Community Food Pantry,Food Pantry,https://www.gogetta.nyc/team/location/0eb0ee5f-4122-4d61-a110-d0bdacaab794/services/b3786479-45fa-4fa4-86c0-3cb1852fe860,https://www.gogetta.nyc/find/location/0eb0ee5f-4122-4d61-a110-d0bdacaab794,chasiny.org,Food Pantry,,,,,(718) 808-1840,2134 Richmond Ter,Staten Island,10302,,,b3786479-45fa-4fa4-86c0-3cb1852fe860,,,
Gavilán,TRUE,Community Health Action of Staten Island (CHASI),Next Step Resource and Recovery Center (a Location of Sun River Health),Health Home,https://www.gogetta.nyc/team/location/2c02ba83-77e4-4244-a09d-9c1c54906480/services/68229eb7-585a-4962-a0a9-c58377f3aa7e,https://www.gogetta.nyc/find/location/2c02ba83-77e4-4244-a09d-9c1c54906480,chasiny.org,Health,18,,,,718.808.1459,"56 Bay Street, 6th Floor",Staten Island,10301,V,,68229eb7-585a-4962-a0a9-c58377f3aa7e,,,
Gavilán,TRUE,Community Health Action of Staten Island (CHASI),Next Step Resource and Recovery Center (a Location of Sun River Health),HIV Care Coordination,https://www.gogetta.nyc/team/location/2c02ba83-77e4-4244-a09d-9c1c54906480/services/74476c73-704b-4cae-9b8a-89a6b9b1b9cc,https://www.gogetta.nyc/find/location/2c02ba83-77e4-4244-a09d-9c1c54906480,chasiny.org,Health,18,,,,718.808.1459,"56 Bay Street, 6th Floor",Staten Island,10301,V,,74476c73-704b-4cae-9b8a-89a6b9b1b9cc,,,
Gavilán,TRUE,Community Health Action of Staten Island (CHASI),Next Step Resource and Recovery Center (a Location of Sun River Health),Bay Street Treatment Center,https://www.gogetta.nyc/team/location/2c02ba83-77e4-4244-a09d-9c1c54906480/services/b2633efe-fb2a-4872-b172-a5e2249791b6,https://www.gogetta.nyc/find/location/2c02ba83-77e4-4244-a09d-9c1c54906480,chasiny.org,Health,18,,,,718.808.1459,"56 Bay Street, 6th Floor",Staten Island,10301,V,,b2633efe-fb2a-4872-b172-a5e2249791b6,,,
Gavilán,TRUE,Community Health Action of Staten Island (CHASI),Harm Reduction and Playsure Network Health Hub (a Location of Sun River Health),Client Services,https://www.gogetta.nyc/team/location/d47d6f20-a6d7-410f-a498-d6e3a600c021/services/2321d524-4397-407a-b377-1b1ece0ae18e,https://www.gogetta.nyc/find/location/d47d6f20-a6d7-410f-a498-d6e3a600c021,chasiny.org,Health,13,,,,718.808.1824,166 Port Richmond Ave,Staten Island,10302,V,,2321d524-4397-407a-b377-1b1ece0ae18e,,,
,FALSE,Community Healthcare Network (CHN),"Tremont, New Location",Patient Services,https://www.gogetta.nyc/team/location/dc42b64b-12f2-42d3-ae25-9bf02f956a36/services/1214986f-5043-40b9-890e-a9b83f071d44,https://www.gogetta.nyc/find/location/dc42b64b-12f2-42d3-ae25-9bf02f956a36,chnnyc.org/tremont-health-center,Health,,,,,718.294.5891,1880 Bathgate Ave,Bronx,10457,V,,1214986f-5043-40b9-890e-a9b83f071d44,,,
,FALSE,Community Healthcare Network (CHN),Crown Heights - Caribbean House Health Center,Patient Services,https://www.gogetta.nyc/team/location/da13bdce-6def-473b-a0b2-8208d177eeee/services/8157e301-cc82-461b-893e-48c725cd9cf6,https://www.gogetta.nyc/find/location/da13bdce-6def-473b-a0b2-8208d177eeee,chnnyc.org/crown-heights-health-center,Health,,,,,718.778.0198,1167 Nostrand Ave,Brooklyn,11225,V,,8157e301-cc82-461b-893e-48c725cd9cf6,,,
,FALSE,Community Healthcare Network (CHN),Williamsburg Health Center,Patient Services,https://www.gogetta.nyc/team/location/0bf0af17-e1b7-4601-8cb0-86f5a1a51278/services/7b9e57ba-572c-43ef-8c9f-f58e981b1659,https://www.gogetta.nyc/find/location/0bf0af17-e1b7-4601-8cb0-86f5a1a51278,chnnyc.org/williamsburg,Health,,,,,718.388.0390,94-98 Manhattan Ave,Brooklyn,11206,V,,7b9e57ba-572c-43ef-8c9f-f58e981b1659,,,
,FALSE,Community Healthcare Network (CHN),East New York (Dr. Betty Shabazz Health Center),Patient Services,https://www.gogetta.nyc/team/location/d65e6248-2637-4009-a5e9-933c155407c8/services/b2b7adc7-fdaf-4bf3-a504-bb7b977e93cd,https://www.gogetta.nyc/find/location/d65e6248-2637-4009-a5e9-933c155407c8,www.chnnyc.org/east-new-york-health-center,Health,,,,,718.277.8303,999 Blake Ave,Brooklyn,11208,V,,b2b7adc7-fdaf-4bf3-a504-bb7b977e93cd,,,
,,Community Healthcare Network (CHN),Administrative Office,Free & Low-Cost Medical Care,https://www.gogetta.nyc/team/location/a691c054-484e-420f-9f67-aa041e575dbc/services/87f444ef-d657-4117-a96f-e60f0044f6ae,https://www.gogetta.nyc/find/location/a691c054-484e-420f-9f67-aa041e575dbc,chnnyc.org,Health,,,,,866.246.8259,"60 Madison Avenue, 5th Floor",New York,10016,,,87f444ef-d657-4117-a96f-e60f0044f6ae,,,
,FALSE,Community Healthcare Network (CHN),Harlem Health Center,Patient Services,https://www.gogetta.nyc/team/location/a5812581-6d5f-464e-a8b7-e74b0998cff2/services/87dd0922-7b60-4ab9-a17d-bb391d0ae5e9,https://www.gogetta.nyc/find/location/a5812581-6d5f-464e-a8b7-e74b0998cff2,chnnyc.org/harlem-health-center,Health,,,,,212.426.0088,81 W 115th St,New York,10026,V,,87dd0922-7b60-4ab9-a17d-bb391d0ae5e9,,,
,FALSE,Community Healthcare Network (CHN),Lower East Side/Catherine M. Abate Center,Patient Services,https://www.gogetta.nyc/team/location/e3813f9a-6b6b-4080-9281-a75bb4e4f06f/services/242b0314-60c5-4d02-b227-53deba5c3ec6,https://www.gogetta.nyc/find/location/e3813f9a-6b6b-4080-9281-a75bb4e4f06f,chnnyc.org/lower-east-side-center,Health,,,,,212.477.1120,255 E Houston St,New York,10002,V,,242b0314-60c5-4d02-b227-53deba5c3ec6,,,
,FALSE,Community Healthcare Network (CHN),Washington Heights Center,Patient Services,https://www.gogetta.nyc/team/location/cdf65bab-cd8d-4d79-b363-2558b570ca67/services/fbd2ad7d-6180-4b1c-9dd5-18c2cf03c8f1,https://www.gogetta.nyc/find/location/cdf65bab-cd8d-4d79-b363-2558b570ca67,chnnyc.org/washington-heights-center,Health,,,,,212.781.7979,511 W 157th St,New York,10032,V,,fbd2ad7d-6180-4b1c-9dd5-18c2cf03c8f1,,,
,FALSE,Community Healthcare Network (CHN),Jamaica Health Center,Patient Services,https://www.gogetta.nyc/team/location/a1067d64-2c3d-4fdf-a250-7a7da1dc7c8f/services/6f8139e6-05ca-40a6-a576-68d95937e9ee,https://www.gogetta.nyc/find/location/a1067d64-2c3d-4fdf-a250-7a7da1dc7c8f,chnnyc.org/jamaica-health-center,Health,,,,,718.523.2123,89-44 164th St,Queens,11432,V,,6f8139e6-05ca-40a6-a576-68d95937e9ee,,,
,FALSE,Community Healthcare Network (CHN),Long Island City,Patient Services,https://www.gogetta.nyc/team/location/994713ca-474b-4834-bf95-8076aa58e1c0/services/bf4c282e-6233-4a57-970e-a4001c68ca98,https://www.gogetta.nyc/find/location/994713ca-474b-4834-bf95-8076aa58e1c0,chnnyc.org/long-island-city-center,Health,,,,,718.482.7772,37-11 21st St,Queens,11106,V,,bf4c282e-6233-4a57-970e-a4001c68ca98,,,
,FALSE,Community Healthcare Network (CHN),South Bronx,Patient Services,https://www.gogetta.nyc/team/location/c055cf23-083e-47e9-b03c-b6cce5a8fd9c/services/d3442655-4460-4a22-ba21-a31fc10a4d53,https://www.gogetta.nyc/find/location/c055cf23-083e-47e9-b03c-b6cce5a8fd9c,chnnyc.org/south-bronx-health-center,Health,,,,,718.320.4466,975 Westchester Ave,The Bronx,10459,V,,d3442655-4460-4a22-ba21-a31fc10a4d53,,,
,FALSE,Community Healthcare Network (CHN),Tremont Health Center (Moved),Patient Services,https://www.gogetta.nyc/team/location/768415e9-1af3-4a6e-9bea-c8d74a817c5f/services/58758a10-715c-4e0f-a86b-e7456536ccf5,https://www.gogetta.nyc/find/location/768415e9-1af3-4a6e-9bea-c8d74a817c5f,chnnyc.org/tremont-health-center,Health,,,,,718.294.5891,"4215 3rd Ave, 2nd Floor",The Bronx,10457,V,,58758a10-715c-4e0f-a86b-e7456536ccf5,,,
,,Community League of the Heights (CLOTH),Food Pantry,Food Pantry,https://www.gogetta.nyc/team/location/07a9421f-33a4-4277-a60a-0cdaefaf567f/services/465120bd-fc8d-4564-ae4f-74a62353ebbb,https://www.gogetta.nyc/find/location/07a9421f-33a4-4277-a60a-0cdaefaf567f,cloth159.org,Food Pantry,,,,,(212) 795-4779,508 West 159th Street,NEW YORK,10032,,,465120bd-fc8d-4564-ae4f-74a62353ebbb,,,
,FALSE,Community League of the Heights (CLOTH),Community Health Academy of the Heights (CHAH),Education,https://www.gogetta.nyc/team/location/56c61b82-0366-4b41-9b60-e373d2751e50/services/d0324d73-c93e-4f61-9400-82a1b92a6f01,https://www.gogetta.nyc/find/location/56c61b82-0366-4b41-9b60-e373d2751e50,www.cloth159.org/adult-education,Education,,,,,"212.543.1502, 212.795.4779",504 West 158th Street,New York,10032,V,,d0324d73-c93e-4f61-9400-82a1b92a6f01,,,
,FALSE,Community League of the Heights (CLOTH),Community Health Academy of the Heights (CHAH),Food Pantry,https://www.gogetta.nyc/team/location/56c61b82-0366-4b41-9b60-e373d2751e50/services/e95f6339-a178-48af-98d8-bfaeb0bd888e,https://www.gogetta.nyc/find/location/56c61b82-0366-4b41-9b60-e373d2751e50,www.cloth159.org/adult-education,Food Pantry,,,,,"212.543.1502, 212.795.4779",504 West 158th Street,New York,10032,V,,e95f6339-a178-48af-98d8-bfaeb0bd888e,,,
,FALSE,Community Mediation Services,"Jamaica, Headquarters",Mediation Services,https://www.gogetta.nyc/team/location/c80f5962-2f7a-4779-9564-606051875b2f/services/682bf745-3148-4eb4-825c-b6e6c3af1169,https://www.gogetta.nyc/find/location/c80f5962-2f7a-4779-9564-606051875b2f,mediatenyc.org,Other service,,,,,718.523.6868,89-64 163rd St,Queens,11432,V,,682bf745-3148-4eb4-825c-b6e6c3af1169,,,
Gavilán,FALSE,Community Resources Staten Island (CRSI),,Services for People with Disabilities,https://www.gogetta.nyc/team/location/8f435ede-77c7-4a5a-86d9-f2adeb80159e/services/1b1a7e16-ac76-4f46-b96c-989ae22b89a7,https://www.gogetta.nyc/find/location/8f435ede-77c7-4a5a-86d9-f2adeb80159e,cr-si.org/contact-community-resources,Health,,,,,718.447.5200,3450 Victory Blvd,Staten Island,10314,V,,1b1a7e16-ac76-4f46-b96c-989ae22b89a7,,,
,,Community Service Society (CSS),,Client Services,https://www.gogetta.nyc/team/location/0192dbee-df11-494a-b460-4bf56d12e0e1/services/b2f13418-5541-4945-b8d0-b565edd13ba1,https://www.gogetta.nyc/find/location/0192dbee-df11-494a-b460-4bf56d12e0e1,cssny.org,Other service,,,,,212.254.8900,"633 3rd Avenue, 10th Floor",New York,10017,,,b2f13418-5541-4945-b8d0-b565edd13ba1,,,
